"","240","250","260","270","280","290","300","310","320","330","340","350","360","370","380","390","400","410","420","430","440","450"
"300",-2066792952.36039,-729109704.427841,-408942164.503937,-291516763.050933,-231573275.389843,-3.86636724882956,-4.18359537211232,-4.27848659414204,-4.31277101609827,-4.28490396190236,-4.20555889488938,-4.04361033427983,-3.85846258288419,-3.78972185068001,-3.91741722894696,-4.08074286490884,-4.21542151444346,-4.27741447986504,-4.35449783672415,-4.41537602473761,-4.40897778869426,-4.43325369008989
"302",-2088084842.35884,-729687028.744365,-410215660.656661,-289569646.543346,-228421584.214305,-173092670.829664,-4.16803174600087,-4.2625699579114,-4.29672683648035,-4.26896345206456,-4.18991356105378,-4.02856747430282,-3.84410850136729,-3.77562349538887,-3.90284382696829,-4.06556186613687,-4.19973949012765,-4.26150183206642,-4.33829842683722,-4.3989501385134,-4.39257570490423,-4.41676129616726
"304",-2104015881.29315,-730506384.606206,-410615875.306559,-288210480.637618,-226553172.716676,-184076460.886921,-4.15246811988942,-4.24665332168076,-4.28068265686243,-4.25302294222676,-4.17426822721819,-4.01352461432582,-3.82975441985039,-3.76152514009774,-3.88827042498962,-4.05038086736491,-4.18405746581184,-4.24558918426781,-4.32209901695029,-4.38252425228918,-4.37617362111421,-4.40026890224463
"306",-2117907723.6489,-731900802.727657,-408389968.860221,-287123211.347527,-224795453.154487,-186313881.501791,-4.12929934468753,-4.2229590383462,-4.25679850620214,-4.22929311947268,-4.150977817901,-3.99113107706754,-3.80838623190285,-3.74053763872,-3.86657574587355,-4.02778168993871,-4.16071243725091,-4.22190083830828,-4.29798378291769,-4.35807187450167,-4.35175667679466,-4.3757175178437
"308",-2130237585.81584,-730417989.578504,-405068894.063408,-285753947.382884,-222080317.07909,-185104283.896407,-4.09852542039519,-4.19148710790772,-4.22507438449948,-4.19777398380232,-4.12004233310221,-3.96138686252797,-3.78000393752467,-3.71266099125566,-3.83775978962005,-3.99776433385827,-4.12970440444484,-4.19043679418781,-4.26595272473942,-4.32559300515086,-4.31932487194558,-4.34310714296449
"310",-2146869647.11671,-731031530.049974,-401226288.651344,-284843270.204265,-219372134.135664,-182858040.650687,-4.06775149610286,-4.16001517746923,-4.19335026279682,-4.16625484813196,-4.08910684830341,-3.93164264798841,-3.75162164314649,-3.68478434379132,-3.80894383336656,-3.96774697777783,-4.09869637163878,-4.15897275006735,-4.23392166656115,-4.29311413580006,-4.2868930670965,-4.31049676808527
"312",-2132344506.67826,-722122462.908148,-392556637.04019,-279410981.569167,-213771850.579895,-178229098.788969,-131412572.544472,-4.06730662206158,-4.09989881404064,-4.07340723773804,-3.99797852962156,-3.84402351807556,-3.66801439458261,-3.60266660649271,-3.72405912373069,-3.87932324016141,-4.00735434439637,-4.06628742581017,-4.13956605854752,-4.19743938636986,-4.19135695809621,-4.21443463575871
"314",-2118379119.59602,-713292556.330802,-385337851.006772,-274150072.875722,-208355325.440571,-173600140.133837,-137476049.625696,-3.97459806665393,-4.00644736528446,-3.98055962734413,-3.90685021093971,-3.7564043881627,-3.58440714601873,-3.52054886919411,-3.63917441409482,-3.79089950254499,-3.91601231715397,-3.97360210155299,-4.04521045053388,-4.10176463693966,-4.09582084909591,-4.11837250343216
"316",-2104927182.91704,-705006899.249053,-378942450.861163,-268763602.536036,-204025967.185045,-169470840.239756,-141469687.31098,-3.88907091396978,-3.92023486535736,-3.89490419116997,-3.82278088646927,-3.67557242320373,-3.50727629351022,-3.44479214722673,-3.56086505537756,-3.70932525651378,-3.83174583844454,-3.88809638048478,-3.95816382945666,-4.01350105795762,-4.00768517115994,-4.02975154906035
"318",-2096246517.00751,-698165542.805591,-373300603.784629,-264019974.109381,-200495418.550945,-165939364.042819,-141559445.081282,-3.81072516400915,-3.84126131425933,-3.81644092921558,-3.74577055621024,-3.60152762319863,-3.43662183705709,-3.37539644059059,-3.48913104757892,-3.63460050206777,-3.7545549082681,-3.80977026260554,-3.87842619531583,-3.93264864942375,-3.92694992428831,-3.94857177264328
"320",-2092296979.86885,-692798350.460521,-368810567.652079,-258473400.42526,-197135978.717159,-162223682.263197,-139711907.519476,-3.73237941404851,-3.7622877631613,-3.73797766726118,-3.6687602259512,-3.52748282319354,-3.36596738060396,-3.30600073395446,-3.41739703978028,-3.55987574762176,-3.67736397809165,-3.7314441447263,-3.79868856117501,-3.85179624088987,-3.84621467741667,-3.86739199622622
